@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {511_interviewer_train,108_subset_train}

@DATA
0.054558,0.026889,3.105547,0.128171,0.166173,0.388114,0.009477,0.090229,-24.102321,3.075603,0.018729,0.227330,-0.476956,0.049474,-0.514123,-0.317944,-0.102057,-0.019230,-0.062617,0.120007,-0.132989,0.023804,0.001206,0.022895,0.013560,0.030811,0.028744,0.038568,0.001292,0.015029,0.017658,0.057241,0.005789,0.026455,0.015726,0.013368,0.191741,0.021590,0.024202,0.265273,0.006162,0.059302,0.970168,0.429343,0.590840,0.562369,0.376279,0.247895,0.309990,0.356299,0.224105,0.298371,0.171019,0.156871,0.151521,0.019311,0.001238,0.019650,0.015580,0.025194,0.029487,0.024031,0.001566,0.012603,0.015918,0.040018,0.009397,0.008188,511_interviewer_train
0.049228,0.078523,3.192647,0.142578,0.179670,0.422571,0.009829,0.073333,-22.650421,2.580154,-0.096223,-0.022352,-0.325501,0.192203,-0.531524,-0.296389,0.232294,-0.089553,0.056291,0.146370,-0.358497,0.116383,0.001825,0.012609,0.002615,0.005136,0.016465,0.035875,0.000492,0.009833,0.002747,0.013330,0.046221,0.038844,0.009522,0.035936,0.088209,0.016276,0.020549,0.180910,0.005030,0.018634,0.716466,0.271106,0.284750,0.208999,0.213461,0.165117,0.277694,0.382245,0.200750,0.195620,0.208011,0.065916,0.276756,0.068868,0.001459,0.009444,0.001311,0.008096,0.030682,0.025897,0.000326,0.010394,0.001841,0.012641,0.036780,0.012675,511_interviewer_train
0.079474,0.048907,3.043941,0.154609,0.176920,0.553590,0.010062,0.101667,-22.834230,2.390035,-0.076500,-0.166879,-0.568734,-0.226620,-0.055593,-0.300117,0.031458,-0.079389,0.032241,0.238534,-0.041535,0.017457,0.002166,0.010063,0.015806,0.026433,0.009061,0.015592,0.000897,0.009927,0.055210,0.031986,0.005842,0.021849,0.023244,0.031904,0.427843,0.019866,0.025801,0.219493,0.004706,0.046226,0.783959,0.388218,0.516350,0.419810,0.378628,0.307963,0.302365,0.274787,0.331427,0.348432,0.239015,0.195975,0.262660,0.022063,0.002630,0.009074,0.017114,0.024043,0.010481,0.014726,0.000841,0.008245,0.040858,0.031879,0.010481,0.010039,511_interviewer_train
0.062787,0.029214,2.990360,0.148148,0.184407,0.396688,0.011513,0.089792,-24.046834,2.835899,-0.250751,-0.231622,-0.622887,-0.609959,-0.190269,-0.008064,-0.054450,-0.132044,0.093867,0.308561,-0.033700,0.014192,0.002435,0.014951,0.015598,0.020799,0.009438,0.015930,0.000544,0.013628,0.045755,0.024455,0.006477,0.019170,0.021398,0.019510,0.265208,0.033273,0.025952,0.167710,0.006024,0.075839,1.040238,0.625270,0.451924,0.352243,0.220718,0.343562,0.327980,0.278528,0.225701,0.312004,0.168281,0.203736,0.194476,0.017357,0.002871,0.019915,0.012548,0.018201,0.011884,0.020444,0.000516,0.007893,0.040707,0.020541,0.004969,0.007961,511_interviewer_train
0.127555,0.035132,2.952184,0.195509,0.176463,1.328309,0.007666,0.225833,-23.262315,1.343923,-0.340619,-0.294175,-0.465494,0.234748,-0.270156,-0.252369,0.428601,-0.107687,-0.038607,0.161963,-0.497367,0.020648,0.004494,0.009951,0.007681,0.006146,0.007183,0.023720,0.010494,0.009286,0.008609,0.045860,0.020395,0.018749,0.032353,0.029688,0.702601,0.028490,0.019326,0.418497,0.003839,0.071183,1.748534,0.578929,0.625473,0.399067,0.527165,0.413697,0.395064,0.436421,0.312787,0.182041,0.231099,0.160523,0.345757,0.016507,0.003588,0.009900,0.005517,0.008789,0.005517,0.045040,0.015936,0.009934,0.005630,0.039121,0.012549,0.011708,511_interviewer_train
0.073306,0.051247,3.290787,0.134847,0.154265,0.730986,0.007465,0.118750,-23.379768,2.558471,-0.924966,0.467687,-0.868950,-0.131474,-0.125852,-0.106734,0.383603,0.000485,-0.092621,-0.534810,-0.530516,0.100809,0.009289,0.018236,0.006523,0.002174,0.001618,0.016811,0.002304,0.002806,0.003056,0.008296,0.052227,0.033807,0.018962,0.026090,0.057290,0.011684,0.027826,0.448089,0.004545,0.051779,1.175112,0.524018,0.667651,0.686007,0.254104,0.173272,0.173105,0.181441,0.160745,0.164040,0.251422,0.245133,0.106128,0.041684,0.013422,0.015230,0.004335,0.001506,0.001160,0.014921,0.001950,0.004746,0.001769,0.005397,0.051238,0.008301,511_interviewer_train
0.072486,0.040813,3.000874,0.159867,0.193498,0.554855,0.010269,0.095625,-23.692635,2.606824,-0.331629,0.125010,-0.423776,-0.111528,-0.002844,-0.205211,0.127179,0.008532,-0.042008,0.048357,-0.343496,0.062833,0.003738,0.019623,0.007980,0.009588,0.006412,0.022057,0.002138,0.009879,0.020960,0.058073,0.020634,0.031018,0.025970,0.035456,0.419532,0.042332,0.041933,0.232867,0.005263,0.041722,1.447935,0.418195,0.592861,0.250505,0.343477,0.274327,0.169356,0.298534,0.189788,0.175484,0.327551,0.369316,0.278435,0.068129,0.004292,0.014022,0.007358,0.008440,0.004992,0.029951,0.001974,0.013740,0.020632,0.046196,0.019838,0.012483,511_interviewer_train
0.052190,0.107925,3.186682,0.149700,0.181447,0.291600,0.007000,0.069312,-23.176854,2.779364,0.711386,-0.691841,-0.520309,-0.469234,-0.374085,-0.254050,-0.135207,0.198441,0.096278,0.460126,-0.037707,0.003667,0.000979,0.007371,0.009545,0.008999,0.005496,0.015084,0.000598,0.089399,0.011916,0.007280,0.002061,0.025622,0.010022,0.037288,0.140985,0.022351,0.025895,0.123841,0.002854,0.035471,0.680385,0.401489,0.377512,0.340758,0.290863,0.280947,0.225188,0.262069,0.266702,0.212473,0.232058,0.151760,0.171847,0.002515,0.000763,0.005294,0.008365,0.013997,0.004289,0.013327,0.000977,0.042468,0.003319,0.004716,0.001836,0.011117,511_interviewer_train
0.090738,0.031623,3.051670,0.166682,0.178821,0.732262,0.010028,0.167083,-23.406154,2.224477,0.179054,-0.289787,-0.318687,0.064170,-0.179456,-0.544719,-0.127063,-0.281050,0.070609,0.289220,-0.193770,0.017150,0.001716,0.018340,0.024900,0.026551,0.023942,0.035696,0.003805,0.023375,0.010956,0.029839,0.002791,0.021889,0.027227,0.025716,0.166169,0.026954,0.030714,0.344306,0.005533,0.105074,1.267916,0.458854,0.659814,0.354280,0.251205,0.320651,0.420358,0.273875,0.230801,0.258051,0.200637,0.215389,0.210873,0.021251,0.001815,0.015153,0.019601,0.020403,0.025935,0.032631,0.006798,0.024378,0.014009,0.038923,0.002405,0.009057,511_interviewer_train
0.078640,0.019574,3.062293,0.151560,0.170602,0.799686,0.008126,0.131667,-24.506340,2.248468,-0.736954,0.132018,-0.459674,-0.024482,-0.363819,-0.339847,0.325525,-0.105680,0.129280,-0.141335,-0.016439,0.018165,0.005529,0.018710,0.027556,0.015469,0.006395,0.031186,0.001684,0.021337,0.019201,0.034801,0.012808,0.020171,0.023178,0.024703,0.233294,0.019405,0.025997,0.404923,0.002821,0.052394,1.940059,0.531502,0.537630,0.358223,0.408621,0.185350,0.190573,0.208961,0.371502,0.144584,0.322040,0.201635,0.225157,0.015885,0.005030,0.011347,0.036091,0.019102,0.007390,0.027466,0.002183,0.019702,0.013454,0.033146,0.016913,0.008606,511_interviewer_train
0.142678,0.009547,2.476400,0.214741,0.199916,1.526256,0.003591,0.232500,-24.048374,0.983738,-0.496757,0.690568,-0.365456,0.083411,-0.150962,-0.093674,-0.172948,0.016151,-0.134805,0.400617,-0.178128,0.018063,0.005814,0.014049,0.012186,0.019784,0.014587,0.024523,0.003039,0.010362,0.010255,0.016152,0.006043,0.008713,0.024732,0.010297,0.782188,0.026664,0.017382,0.280606,0.002427,0.036742,1.205986,0.834797,0.466990,0.260287,0.172202,0.270744,0.164773,0.185064,0.151957,0.095625,0.106757,0.184512,0.115911,0.017910,0.002342,0.006712,0.006271,0.008728,0.011155,0.012298,0.000347,0.006040,0.009466,0.007783,0.002968,0.004057,511_interviewer_train
0.090426,0.039414,2.950772,0.179087,0.195308,0.663074,0.008479,0.111250,-23.249111,2.444949,0.450987,-1.047228,-0.439290,-0.345455,-0.186970,-0.112095,0.239392,0.050558,0.202487,0.170337,0.040885,0.006205,0.017531,0.013340,0.023457,0.011227,0.020666,0.014150,0.001538,0.009906,0.027483,0.024128,0.006971,0.015526,0.022999,0.025850,0.202474,0.008920,0.025755,0.496388,0.005548,0.072252,0.764270,0.718384,0.441138,0.780251,0.207625,0.499824,0.240322,0.142628,0.305239,0.122917,0.114462,0.130262,0.198042,0.007041,0.008110,0.007124,0.031561,0.006414,0.020920,0.006417,0.001559,0.004263,0.019250,0.015538,0.004119,0.003254,511_interviewer_train
0.072765,0.038962,3.193357,0.155556,0.187339,0.525033,0.011620,0.137661,-24.385284,2.797798,-0.190551,0.145269,-0.484085,-0.133193,-0.139523,-0.025021,0.190256,-0.104698,-0.282240,-0.415396,-0.585538,0.100195,0.009102,0.069284,0.009591,0.004929,0.003158,0.012909,0.002438,0.002462,0.012094,0.015065,0.011923,0.038938,0.044975,0.017283,0.188088,0.064335,0.047981,0.453992,0.009872,0.158734,1.186985,0.771158,0.544959,0.400991,0.280556,0.238762,0.261500,0.222788,0.174207,0.255430,0.213367,0.248524,0.271154,0.057254,0.015019,0.059520,0.010503,0.004045,0.003129,0.011509,0.003087,0.002611,0.018983,0.016395,0.018741,0.013205,511_interviewer_train
0.077388,0.066223,3.090662,0.159044,0.184122,0.506208,0.018753,0.107229,-23.051918,2.370966,-0.320703,-0.339495,-0.653459,0.048337,-0.176860,-0.134013,0.236532,0.151149,0.213894,0.050188,-0.166471,0.022409,0.005062,0.025122,0.008455,0.008115,0.004946,0.028998,0.003063,0.009176,0.033075,0.044384,0.019014,0.026417,0.021809,0.044105,0.231864,0.036166,0.032055,0.282302,0.013101,0.062101,1.250181,0.557781,0.620078,0.461211,0.386094,0.330337,0.208181,0.205389,0.204331,0.221899,0.248487,0.247502,0.242493,0.025222,0.004599,0.026019,0.012400,0.007461,0.005045,0.028976,0.003192,0.010151,0.034024,0.049843,0.028521,0.010147,511_interviewer_train
0.087679,0.045219,3.217005,0.156574,0.164194,0.843332,0.011646,0.175417,-22.916470,2.153620,-0.469441,-0.089042,-0.335786,0.029511,-0.370983,0.147058,-0.082974,0.211949,-0.060023,-0.041371,-0.297719,0.036367,0.006955,0.021086,0.009972,0.011409,0.009764,0.020537,0.002450,0.004607,0.031709,0.043742,0.018262,0.026562,0.029622,0.028158,0.089975,0.029857,0.034445,0.397240,0.005619,0.080352,1.127749,0.707294,0.748259,0.548675,0.426345,0.365851,0.379017,0.382685,0.333958,0.219981,0.277973,0.226051,0.330548,0.042532,0.009781,0.028170,0.014504,0.017181,0.011548,0.018560,0.002294,0.005236,0.041747,0.040743,0.026645,0.009879,511_interviewer_train
0.089633,0.019748,3.176884,0.162745,0.181719,0.715816,0.012947,0.148708,-24.727107,2.279946,-0.551094,0.182517,-0.464280,-0.062609,-0.096463,-0.085433,0.182173,-0.052787,-0.201966,-0.294760,-0.558504,0.063616,0.018338,0.065710,0.009466,0.005794,0.004225,0.015968,0.002943,0.002280,0.018685,0.020274,0.011815,0.035288,0.046611,0.010835,0.183917,0.044337,0.039939,0.373735,0.007126,0.108372,0.901259,0.461162,0.487228,0.309892,0.306812,0.205025,0.228639,0.226936,0.176455,0.171895,0.207687,0.212833,0.179340,0.054180,0.013867,0.055753,0.008192,0.006887,0.004591,0.011856,0.002701,0.002526,0.022772,0.017125,0.012068,0.009716,511_interviewer_train
0.089164,0.032880,3.122967,0.152097,0.165708,0.671643,0.014967,0.129729,-24.426006,2.451879,-0.516420,-0.098984,-0.614872,-0.071771,-0.105466,-0.012546,0.194721,0.044062,-0.083234,-0.115402,-0.373018,0.047169,0.012559,0.023815,0.009673,0.005822,0.003280,0.013805,0.001559,0.003788,0.009878,0.054278,0.030290,0.030472,0.051567,0.021361,0.267826,0.043504,0.030292,0.560176,0.011449,0.090316,1.050450,0.762060,0.630934,0.637597,0.543278,0.313090,0.311525,0.280812,0.284383,0.304025,0.235397,0.233927,0.253455,0.036136,0.015942,0.023652,0.011257,0.005421,0.001989,0.011016,0.001657,0.005019,0.006297,0.057527,0.034245,0.015496,511_interviewer_train
0.106154,0.038016,3.166275,0.184877,0.184826,0.872974,0.011437,0.166847,-23.312758,1.866034,-0.176391,0.050028,-0.323398,-0.001482,-0.484342,0.067202,-0.013843,-0.000437,-0.181195,-0.258747,-0.190095,0.039328,0.008946,0.055483,0.014963,0.011316,0.008644,0.013913,0.002028,0.006533,0.015503,0.029133,0.009959,0.028360,0.038497,0.027179,0.146746,0.040266,0.045200,0.321292,0.007166,0.080373,1.205056,0.529531,0.694067,0.524398,0.451783,0.251544,0.336482,0.329142,0.204952,0.250939,0.221807,0.263681,0.284495,0.041658,0.009664,0.055264,0.013042,0.011378,0.012564,0.014274,0.002220,0.008447,0.015589,0.029199,0.012155,0.013653,511_interviewer_train
0.088079,0.036817,3.088607,0.152111,0.169857,0.659862,0.007329,0.154688,-22.957661,2.566525,0.122756,-0.188793,-0.619214,0.336855,-0.570359,0.105358,-0.395540,-0.011657,-0.176102,0.255383,0.031257,0.030151,0.003361,0.027235,0.034370,0.018148,0.020733,0.039600,0.002441,0.010555,0.013950,0.023019,0.002825,0.021426,0.031182,0.023580,0.099895,0.030459,0.036275,0.247369,0.003202,0.071779,1.143340,0.320299,0.465979,0.291399,0.523714,0.228858,0.493920,0.279915,0.243354,0.133203,0.265729,0.244923,0.217136,0.041036,0.002797,0.018509,0.025317,0.010630,0.023645,0.041715,0.001308,0.007084,0.005834,0.015632,0.002107,0.010742,511_interviewer_train
0.099499,0.043071,2.863187,0.192527,0.192515,0.963452,0.013076,0.175000,-23.977787,1.905508,0.119182,-0.383331,-0.423834,-0.065133,-0.263641,-0.050560,-0.092596,0.131666,-0.010709,0.021684,-0.229546,0.031931,0.011671,0.024617,0.006111,0.008862,0.007235,0.044141,0.001590,0.005921,0.018731,0.017125,0.029872,0.021922,0.057625,0.055087,0.393713,0.072861,0.018603,0.933701,0.011375,0.146679,1.502620,1.285271,0.512402,0.722514,0.324445,0.377463,0.295282,0.136787,0.127259,0.222807,0.334520,0.257394,0.257081,0.032417,0.010118,0.022806,0.002334,0.005420,0.005885,0.064088,0.001050,0.005964,0.023378,0.006848,0.030036,0.015657,511_interviewer_train
0.086421,0.044427,3.174092,0.143940,0.152484,0.794950,0.008334,0.136000,-22.746764,2.157856,-0.940710,0.284730,-0.145348,-0.214881,-0.400467,-0.691502,-0.042874,0.251298,-0.270122,0.230430,-0.282916,0.029754,0.002356,0.032521,0.007777,0.010769,0.008942,0.018707,0.009805,0.041549,0.015519,0.026992,0.006158,0.024845,0.022846,0.014991,0.126174,0.011786,0.011272,0.239579,0.004121,0.040936,0.670713,0.390459,0.365731,0.251800,0.194453,0.265555,0.158242,0.225986,0.161041,0.229457,0.192290,0.192614,0.156322,0.033333,0.001897,0.021114,0.007851,0.014826,0.009620,0.012864,0.006327,0.007296,0.023880,0.022013,0.006901,0.007779,511_interviewer_train
0.082082,0.029906,3.057220,0.153018,0.160777,0.826521,0.013355,0.140417,-23.567137,2.141122,-0.588624,-0.059253,-0.535032,-0.108694,-0.276279,-0.321144,0.303567,-0.089955,-0.157908,-0.134474,-0.254190,0.021185,0.008430,0.032662,0.033804,0.015777,0.010441,0.015047,0.003348,0.006675,0.026882,0.028839,0.011186,0.024370,0.021602,0.029123,0.532607,0.019871,0.027593,0.443780,0.007517,0.058983,1.354299,0.506994,0.667318,0.684421,0.284241,0.318751,0.347257,0.270234,0.319485,0.231706,0.190245,0.274294,0.246032,0.022534,0.008378,0.040590,0.058491,0.023714,0.010881,0.009300,0.004361,0.006521,0.029190,0.035195,0.011368,0.014753,511_interviewer_train
0.054599,0.095419,3.121511,0.159578,0.183639,0.493329,0.022487,0.078125,-22.840084,2.182383,-0.272572,-0.319462,-0.366276,-0.392770,-0.749943,-0.365519,-0.292094,-0.246698,0.174568,0.018348,0.371415,0.003576,0.002213,0.016263,0.031150,0.024192,0.065866,0.016755,0.001009,0.015501,0.014090,0.009845,0.005807,0.029995,0.014419,0.074188,0.190785,0.024425,0.023424,0.271455,0.015928,0.030253,0.883245,0.603483,0.518633,0.436699,0.188482,0.381785,0.338241,0.329521,0.202769,0.365747,0.523954,0.268544,0.417239,0.003232,0.003445,0.023000,0.062243,0.028564,0.083020,0.016701,0.000973,0.011974,0.019620,0.010097,0.007085,0.020501,511_interviewer_train
0.087547,0.051703,3.106771,0.156026,0.181894,0.482301,0.012989,0.117750,-23.654627,2.766723,0.161856,-0.155875,-0.411156,-0.121585,-0.244212,-0.073931,-0.191881,0.066384,-0.217242,-0.052436,-0.263277,0.066433,0.007098,0.033488,0.022235,0.016833,0.011981,0.026079,0.002858,0.013059,0.006676,0.012182,0.024672,0.030502,0.086054,0.050664,0.203185,0.071610,0.040251,0.564022,0.006816,0.125035,1.117626,0.714971,0.645345,0.538981,0.376167,0.242354,0.267186,0.406882,0.262791,0.239463,0.243712,0.157973,0.363175,0.060965,0.013551,0.032573,0.030587,0.021042,0.014525,0.027020,0.006012,0.018195,0.008299,0.006765,0.050633,0.013408,511_interviewer_train
0.077388,0.051804,3.149045,0.135859,0.159140,0.614645,0.018112,0.104583,-23.706328,2.644519,-1.028297,0.354989,0.083730,-0.003234,-0.313857,-0.221081,-0.047418,0.008932,-0.020900,-0.161351,-0.237721,0.020491,0.001836,0.026245,0.037273,0.015881,0.006958,0.020337,0.031105,0.008036,0.004508,0.050048,0.005932,0.034315,0.030011,0.033000,0.176480,0.024758,0.030557,0.381089,0.011270,0.052090,1.092662,0.831326,0.669482,0.628542,0.283215,0.176222,0.259082,0.409879,0.292910,0.280927,0.221227,0.250438,0.344261,0.023542,0.002364,0.020711,0.072211,0.029038,0.008332,0.024598,0.054105,0.013735,0.003627,0.061592,0.005001,0.014912,511_interviewer_train
0.147267,0.063756,3.147943,0.182166,0.156388,1.147544,0.011773,0.221667,-22.740468,1.412153,-0.678387,0.503213,-1.050401,0.603760,-0.488989,0.059742,-0.205274,-0.166242,0.014023,-0.345252,-0.254904,0.014310,0.010785,0.020885,0.009820,0.008341,0.001920,0.029170,0.010085,0.007858,0.006837,0.015943,0.003408,0.012479,0.043743,0.042771,0.160174,0.034957,0.031145,0.144855,0.006617,0.042221,1.337037,0.704467,0.466394,0.293280,0.485932,0.653430,0.430116,0.119971,0.193365,0.310156,0.221582,0.321552,0.334594,0.012783,0.007399,0.010890,0.008565,0.010620,0.001001,0.028454,0.016835,0.006595,0.007253,0.023251,0.003040,0.007328,511_interviewer_train
0.063924,0.037428,3.136766,0.152308,0.175219,0.558601,0.010640,0.100625,-23.227057,2.450550,0.206793,-0.305377,-0.063647,0.070909,-0.571051,-0.020666,-0.484028,-0.073340,-0.331137,0.188741,-0.221289,0.015202,0.005688,0.035590,0.079078,0.057882,0.019170,0.018006,0.004505,0.008545,0.006568,0.014631,0.002498,0.036256,0.019329,0.015812,0.138667,0.022416,0.016957,0.235188,0.006463,0.055322,0.790617,0.351039,0.388254,0.436142,0.231051,0.209037,0.259775,0.262790,0.189414,0.185721,0.258982,0.220688,0.212565,0.014949,0.006512,0.026639,0.077677,0.039153,0.017414,0.010368,0.007297,0.010992,0.004178,0.013270,0.002156,0.016069,511_interviewer_train
0.065332,0.113108,3.257429,0.127509,0.151357,0.681473,0.006024,0.121000,-22.409566,2.838840,-0.655932,0.372398,-0.630519,-0.072648,-0.039678,-0.248500,0.128310,-0.326579,-0.712659,-0.540171,-0.559047,0.008842,0.033150,0.117530,0.031127,0.005967,0.002409,0.003419,0.000602,0.011251,0.005454,0.006397,0.001376,0.034189,0.026216,0.023187,0.157193,0.029435,0.026037,0.482861,0.004152,0.055002,0.994090,0.874816,0.745968,0.615281,0.236979,0.339198,0.241191,0.200279,0.269069,0.121505,0.094077,0.121614,0.167804,0.004218,0.019685,0.068274,0.020508,0.003156,0.001147,0.001479,0.000426,0.009544,0.009676,0.004835,0.000729,0.016712,511_interviewer_train
0.082979,0.028457,3.110270,0.162163,0.195118,0.474889,0.012618,0.116958,-24.682304,2.796947,-0.278804,-0.162931,-0.444807,-0.017785,-0.202865,-0.121168,-0.006726,-0.114462,-0.236958,-0.185550,-0.333456,0.038099,0.012528,0.046207,0.039702,0.010388,0.009074,0.025210,0.001832,0.007083,0.007735,0.025275,0.024641,0.029620,0.056666,0.018869,0.237348,0.064736,0.053556,0.320462,0.007088,0.109099,1.237493,0.437381,0.548644,0.379428,0.322150,0.216347,0.266500,0.207465,0.201209,0.200058,0.219362,0.202616,0.217986,0.027807,0.016984,0.034217,0.038680,0.011432,0.010877,0.020362,0.002815,0.007459,0.011038,0.021166,0.027022,0.011015,511_interviewer_train
0.064873,0.039714,3.068893,0.151275,0.187141,0.484739,0.006825,0.089167,-22.766086,2.674924,-0.254502,-0.310925,-0.676557,-0.135312,-0.203155,-0.065589,-0.134902,-0.058481,-0.096711,0.264159,-0.076307,0.018679,0.001892,0.033039,0.027423,0.037961,0.016113,0.030167,0.002599,0.024531,0.012905,0.021786,0.002516,0.018565,0.008315,0.019896,0.105910,0.019798,0.021199,0.199537,0.003371,0.025400,1.004684,0.364457,0.526125,0.358250,0.257479,0.275729,0.215430,0.401182,0.217130,0.161145,0.143953,0.104730,0.281352,0.023937,0.000801,0.014945,0.011901,0.027436,0.013559,0.015143,0.001358,0.018147,0.009947,0.012850,0.002582,0.003197,511_interviewer_train
0.083120,0.037282,3.178777,0.160611,0.174969,0.695674,0.013120,0.128344,-23.844948,2.139976,-0.134296,-0.130984,-0.200211,-0.014586,-0.260292,-0.067951,-0.249581,-0.134603,-0.314070,-0.184894,-0.370746,0.063929,0.007080,0.027729,0.020435,0.035618,0.024327,0.021384,0.004069,0.009118,0.003468,0.011417,0.019849,0.034567,0.038460,0.028310,0.128581,0.033270,0.021894,0.459564,0.009276,0.090367,1.199361,0.834761,0.830772,0.562375,0.453619,0.418152,0.314873,0.342191,0.253365,0.291501,0.272165,0.249018,0.346665,0.063216,0.010156,0.034810,0.025945,0.051776,0.039415,0.025505,0.006085,0.014532,0.002924,0.011558,0.024859,0.014905,511_interviewer_train
0.089800,0.035306,3.072385,0.149733,0.162646,0.787543,0.009943,0.133750,-22.984166,2.229532,-0.471707,0.089919,-0.379869,-0.227281,-0.445068,-0.403904,0.201800,0.029257,-0.063416,0.003128,-0.224283,0.018313,0.005030,0.037633,0.012294,0.015877,0.012205,0.022628,0.004225,0.009533,0.033081,0.031932,0.013004,0.020566,0.026830,0.028096,0.217367,0.019376,0.015628,0.419339,0.004775,0.054844,1.523080,0.615487,0.611910,0.520328,0.185553,0.218897,0.220318,0.241856,0.313891,0.174501,0.252058,0.205556,0.163857,0.012269,0.003282,0.035125,0.013948,0.020522,0.012622,0.026843,0.005605,0.009721,0.033605,0.022346,0.013274,0.008420,511_interviewer_train
0.068454,0.017249,3.156345,0.149094,0.183788,0.473633,0.011259,0.104792,-25.464075,2.710651,-0.141068,-0.106067,-0.341355,-0.032592,-0.162052,0.035981,0.051100,0.016829,-0.099746,-0.183617,-0.341550,0.063812,0.010704,0.046299,0.010686,0.007647,0.006304,0.034216,0.002185,0.004536,0.010628,0.026681,0.030954,0.030060,0.030343,0.015232,0.107416,0.033104,0.018913,0.384666,0.006088,0.076196,1.129945,0.495741,0.465197,0.463701,0.317234,0.339924,0.204982,0.182892,0.187117,0.220055,0.167295,0.238048,0.156278,0.034789,0.013480,0.032024,0.008798,0.006606,0.004915,0.027968,0.002649,0.004785,0.007797,0.019557,0.034565,0.009299,511_interviewer_train
0.070463,0.051566,3.140535,0.146803,0.179027,0.583374,0.012688,0.104375,-23.390743,2.767962,-0.774193,0.239441,-0.296402,-0.232879,-0.177545,-0.012046,0.141287,0.044442,-0.184382,-0.290442,-0.401907,0.060202,0.007840,0.057942,0.013948,0.004514,0.003577,0.016506,0.001911,0.010059,0.005842,0.036675,0.025734,0.031659,0.028457,0.029956,0.277425,0.039167,0.043962,0.330585,0.007337,0.046995,1.000704,0.567468,0.689679,0.323521,0.204599,0.316060,0.343782,0.233674,0.285539,0.269454,0.211027,0.210076,0.217378,0.045490,0.010321,0.051967,0.012807,0.003972,0.003173,0.014941,0.001610,0.013742,0.003847,0.046204,0.023290,0.012997,511_interviewer_train
0.096214,0.020593,3.023069,0.163529,0.173244,0.882769,0.005467,0.195312,-23.378093,2.176362,0.197819,-0.236950,-0.620145,0.190982,-0.306506,-0.046297,-0.143178,0.040092,-0.123392,0.126737,0.067082,0.021319,0.002254,0.020164,0.011853,0.015822,0.018144,0.050442,0.002720,0.011204,0.013869,0.037279,0.004509,0.020056,0.018033,0.015622,0.229915,0.018754,0.016120,0.287659,0.002349,0.082542,1.144010,0.360642,0.516464,0.691854,0.605625,0.370860,0.155305,0.175988,0.388933,0.134753,0.201658,0.229035,0.228047,0.016297,0.001305,0.007630,0.006942,0.013198,0.012367,0.045613,0.001695,0.005306,0.005245,0.032742,0.003729,0.009357,511_interviewer_train
