@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {511_interviewer_train,108_subset_train}

@DATA
0.086462,0.102310,3.073127,0.178124,0.195807,0.539026,0.015046,0.119792,-23.189183,2.620375,-0.284549,-0.144928,-0.453340,-0.062838,-0.346746,0.009605,-0.167282,-0.304834,-0.288636,-0.540550,-0.558116,0.074684,0.021450,0.090704,0.013055,0.003636,0.002246,0.009833,0.002576,0.003141,0.003302,0.006836,0.021496,0.040451,0.075704,0.073329,0.391998,0.074985,0.036739,0.475940,0.012238,0.132482,0.895177,0.475190,0.644122,0.433268,0.196358,0.218616,0.282243,0.135043,0.206466,0.266556,0.328361,0.357805,0.267795,0.062970,0.029324,0.087510,0.016696,0.005498,0.001986,0.008397,0.005130,0.007196,0.004303,0.007343,0.026337,0.017415,108_subset_train
0.076502,0.091439,3.216735,0.152892,0.177434,0.625140,0.015124,0.104375,-22.951324,2.447861,-0.827982,-0.043683,-0.147625,0.057594,-0.198479,0.218585,-0.301736,-0.057012,-0.164715,-0.074160,-0.114558,0.088149,0.005988,0.015458,0.006082,0.018477,0.008818,0.010568,0.000936,0.005271,0.014973,0.016848,0.001677,0.027982,0.021133,0.065421,0.126711,0.017491,0.022303,0.379450,0.010346,0.042330,1.907886,0.650128,0.944141,0.642069,0.335965,0.345382,0.205755,0.381562,0.353194,0.220830,0.224344,0.177364,0.211612,0.075067,0.009065,0.019507,0.008207,0.021383,0.009116,0.013937,0.000701,0.003474,0.010780,0.009009,0.001791,0.016466,108_subset_train
0.059762,0.022368,3.100768,0.143055,0.184779,0.496364,0.011043,0.090313,-23.926127,3.076257,-0.554946,0.086335,0.063303,-0.232963,0.058182,-0.240500,-0.063913,-0.101894,-0.165901,-0.171957,-0.331040,0.052373,0.007290,0.028804,0.013849,0.014368,0.005382,0.021400,0.003655,0.016554,0.024848,0.034834,0.002714,0.022211,0.023843,0.012103,0.246303,0.021247,0.020846,0.365922,0.009809,0.038960,0.861373,0.403747,0.700616,0.259561,0.312910,0.314302,0.237736,0.322434,0.114065,0.174505,0.166428,0.084882,0.112591,0.069027,0.009319,0.019115,0.007782,0.008202,0.003105,0.010480,0.003636,0.012734,0.022170,0.024707,0.001894,0.015971,108_subset_train
0.074468,0.046878,3.108538,0.174859,0.204693,0.495379,0.017116,0.100208,-23.741900,2.522778,0.769490,-0.407086,-0.434670,0.139636,-0.202961,-0.008052,-0.095664,-0.236948,-0.367767,-0.176873,-0.225696,0.096599,0.005902,0.024748,0.009502,0.021514,0.013369,0.008385,0.000539,0.002121,0.016150,0.045942,0.003255,0.033987,0.048383,0.034023,0.143776,0.028101,0.034058,0.485726,0.012900,0.088320,1.085938,0.684299,0.547837,0.407787,0.357812,0.255653,0.376742,0.438560,0.182662,0.228861,0.187551,0.158456,0.179608,0.082652,0.007240,0.033453,0.010640,0.016697,0.015427,0.005237,0.000604,0.001945,0.013248,0.044819,0.002135,0.020021,108_subset_train
0.087547,0.028585,3.105174,0.169093,0.186777,0.593684,0.012498,0.141363,-24.621651,2.693840,-0.598095,-0.239796,-0.284632,0.291385,-0.075812,-0.219956,-0.127318,-0.116407,-0.136843,-0.181091,-0.291629,0.052380,0.007236,0.022639,0.015418,0.012170,0.012528,0.013232,0.009150,0.019147,0.013156,0.029105,0.008074,0.025306,0.057625,0.024268,0.200220,0.064417,0.035168,0.467733,0.008662,0.133018,1.265870,0.572169,0.668358,0.392031,0.352520,0.327264,0.297686,0.368585,0.241613,0.215501,0.225305,0.249927,0.268925,0.054438,0.008763,0.022061,0.017577,0.014892,0.015006,0.009191,0.011796,0.022022,0.010642,0.026233,0.010990,0.010811,108_subset_train
0.067037,0.045410,3.048870,0.189003,0.215589,0.433284,0.013298,0.088594,-23.671478,2.558982,0.390722,-0.174920,-0.374751,0.221216,-0.186079,-0.371673,-0.234176,-0.216178,-0.101600,-0.162125,-0.131180,0.054410,0.004949,0.030496,0.033546,0.010878,0.017077,0.014493,0.000979,0.006765,0.016499,0.054294,0.002634,0.034805,0.027513,0.036287,0.187323,0.046186,0.031311,0.216527,0.008433,0.059332,1.083003,0.454819,0.437076,0.435023,0.380482,0.431695,0.249018,0.455145,0.252296,0.218799,0.259751,0.253730,0.270095,0.066986,0.007446,0.030332,0.054383,0.007336,0.025392,0.015687,0.001082,0.007141,0.019366,0.060747,0.002395,0.014803,108_subset_train
0.098123,0.012290,2.617006,0.168054,0.162839,1.183145,0.004185,0.185750,-23.564191,1.882451,-0.722482,0.189214,-0.540284,0.039641,-0.048493,-0.270187,-0.200697,-0.362967,-0.303365,-0.097752,-0.065618,0.024127,0.009799,0.030446,0.030221,0.028217,0.017820,0.018120,0.007245,0.010727,0.006040,0.009625,0.011773,0.013284,0.029539,0.008708,0.278682,0.034655,0.019503,0.492185,0.002336,0.062520,1.346688,0.740954,0.327338,0.264261,0.234602,0.210466,0.299012,0.219556,0.224154,0.148550,0.130971,0.049784,0.149023,0.014941,0.005148,0.024286,0.018311,0.015384,0.012227,0.009181,0.006204,0.006276,0.003991,0.004818,0.009769,0.006631,108_subset_train
0.097857,0.024005,3.023163,0.190605,0.208126,0.726088,0.009937,0.167031,-24.160820,2.676982,-0.081452,-0.366873,-0.274297,-0.223325,-0.074500,-0.085460,-0.190234,-0.371856,-0.331232,-0.035543,-0.223147,0.038677,0.005509,0.051492,0.063838,0.028899,0.013487,0.022450,0.001805,0.009480,0.004527,0.011217,0.005881,0.031108,0.068902,0.021361,0.238919,0.084093,0.047381,0.629878,0.006479,0.166051,1.233184,0.774938,0.566864,0.253945,0.282734,0.269832,0.267452,0.246862,0.370891,0.243164,0.196705,0.207620,0.206453,0.036298,0.004959,0.044388,0.067244,0.036981,0.013742,0.013433,0.001619,0.006411,0.003465,0.007699,0.005216,0.014352,108_subset_train
0.091943,0.022708,3.017936,0.174290,0.189983,0.610395,0.012692,0.143240,-24.956471,2.679437,-0.158823,-0.548196,-0.276170,0.334344,-0.117660,-0.102292,-0.185191,-0.060071,-0.186943,-0.211169,-0.280921,0.050679,0.009207,0.025792,0.018841,0.013956,0.007559,0.018480,0.006029,0.013347,0.018419,0.032031,0.007131,0.024476,0.054947,0.022920,0.301208,0.064438,0.039748,0.578920,0.006584,0.134784,1.778029,0.854680,0.671650,0.472503,0.527534,0.337487,0.267195,0.280236,0.262180,0.210020,0.187954,0.232722,0.286880,0.047462,0.015630,0.023887,0.017899,0.012193,0.007522,0.022580,0.009612,0.016330,0.020565,0.030308,0.010096,0.010827,108_subset_train
0.068836,0.058170,2.942597,0.160590,0.202966,0.558615,0.017373,0.096875,-23.801572,2.819476,-0.170749,-0.127512,-0.488573,-0.063355,-0.319444,-0.149160,0.050356,-0.324740,-0.144727,-0.142812,-0.310449,0.072294,0.002061,0.060386,0.032562,0.014003,0.003876,0.016393,0.003706,0.010125,0.004316,0.007851,0.018276,0.028034,0.030465,0.041698,0.510697,0.030213,0.024474,0.543621,0.012350,0.063771,2.637369,0.923383,0.563282,0.175611,0.241701,0.244121,0.242849,0.294455,0.317885,0.170359,0.148982,0.210816,0.259217,0.048339,0.000282,0.036509,0.042909,0.010806,0.001781,0.002812,0.003639,0.008092,0.004033,0.004930,0.015106,0.013659,108_subset_train
0.084793,0.027349,3.114358,0.160530,0.181238,0.543759,0.014114,0.142875,-24.702090,2.892979,-0.304447,-0.046835,-0.321832,0.277997,0.008424,-0.140156,-0.121813,-0.022783,-0.067174,-0.057818,-0.333652,0.044635,0.002266,0.011093,0.012705,0.012932,0.012498,0.011821,0.001709,0.016783,0.022116,0.062280,0.003592,0.027586,0.057521,0.023886,0.205841,0.071256,0.045712,0.455426,0.008514,0.142765,1.359407,0.551856,0.918426,0.579307,0.442405,0.357896,0.342644,0.285487,0.204590,0.260340,0.171311,0.182019,0.235026,0.038964,0.002391,0.008298,0.015467,0.014522,0.014681,0.012869,0.001956,0.025148,0.020700,0.042339,0.003164,0.011536,108_subset_train
0.050897,0.073604,3.117315,0.137618,0.176369,0.341707,0.009784,0.069583,-23.061647,2.826600,-0.472883,0.003260,-0.812742,0.281485,-0.128356,0.085413,-0.059940,-0.129245,-0.133316,-0.368887,-0.465449,0.138253,0.004435,0.016376,0.005563,0.004162,0.004428,0.009764,0.001296,0.001277,0.006182,0.019994,0.054595,0.040047,0.007498,0.041311,0.155958,0.017777,0.029287,0.217663,0.007798,0.017104,0.807898,0.318676,0.565592,0.439241,0.297823,0.238569,0.297254,0.408794,0.121124,0.140670,0.148326,0.125896,0.162953,0.020495,0.004581,0.013023,0.004463,0.003337,0.002324,0.006029,0.001493,0.000507,0.005984,0.016000,0.040345,0.005968,108_subset_train
0.097810,0.021988,3.054901,0.176511,0.198592,0.453229,0.013228,0.119250,-24.591101,2.844387,-0.522371,-0.631244,-0.142448,0.328660,-0.153666,0.018976,-0.220374,0.142437,-0.139659,-0.059561,-0.038092,0.012067,0.003152,0.022647,0.015123,0.011550,0.004298,0.027357,0.010261,0.027060,0.035328,0.040583,0.002556,0.025814,0.092911,0.020225,0.239522,0.084461,0.044673,0.435857,0.006156,0.163539,1.124207,0.454947,0.518187,0.371924,0.324084,0.399412,0.356338,0.300692,0.219867,0.215931,0.133734,0.243502,0.192209,0.018849,0.003175,0.030813,0.018818,0.019856,0.005046,0.043191,0.015015,0.029980,0.027768,0.036789,0.002361,0.008770,108_subset_train
0.075302,0.049341,3.182689,0.137841,0.156051,0.571599,0.008170,0.121667,-22.547460,2.626318,-0.894459,-0.150057,-0.592817,0.401255,-0.140845,0.109433,-0.437046,-0.244837,-0.425019,-0.185862,-0.080166,0.008036,0.022569,0.079269,0.020687,0.024753,0.006424,0.005213,0.002112,0.009532,0.004244,0.018540,0.001739,0.023654,0.016983,0.024312,0.020262,0.022301,0.018765,0.321569,0.005601,0.064673,0.884395,0.637508,0.394907,0.345283,0.508526,0.343447,0.214353,0.304722,0.272309,0.287571,0.118981,0.105592,0.084194,0.003714,0.015937,0.035643,0.022131,0.017852,0.002479,0.002214,0.001694,0.004775,0.003498,0.013995,0.001063,0.008123,108_subset_train
0.129459,0.021181,3.075202,0.213269,0.207284,0.799328,0.009423,0.194219,-24.710663,2.384428,-0.572929,-0.548198,-0.215878,-0.107309,-0.193471,-0.009517,-0.179341,-0.019700,-0.068026,0.040715,0.085542,0.012146,0.008992,0.009363,0.006595,0.010676,0.014256,0.016378,0.002240,0.017498,0.045874,0.014310,0.002255,0.018267,0.123593,0.026716,0.207163,0.109537,0.043505,0.558596,0.005006,0.213285,1.687305,0.656293,1.016296,0.528419,0.329868,0.324455,0.343983,0.324901,0.199693,0.242475,0.239866,0.151755,0.147382,0.008381,0.010810,0.007433,0.006594,0.007552,0.014533,0.015646,0.002577,0.021835,0.055016,0.014531,0.001906,0.012084,108_subset_train
0.072669,0.016894,3.064292,0.157509,0.193180,0.388881,0.017458,0.104875,-25.600020,2.896433,-0.197169,-0.505569,-0.441893,0.325078,-0.272012,0.037956,-0.276339,0.073292,0.077931,0.000729,0.128735,0.008173,0.002843,0.027770,0.012359,0.007765,0.006611,0.038947,0.014181,0.078003,0.016476,0.011254,0.001877,0.027062,0.030155,0.019678,0.224674,0.047197,0.042333,0.278145,0.010049,0.064100,1.289281,0.515687,0.589669,0.331068,0.366643,0.472267,0.222727,0.275491,0.253696,0.290278,0.178380,0.231516,0.175631,0.008650,0.004293,0.020717,0.012604,0.007418,0.006566,0.033002,0.018098,0.046633,0.012482,0.009451,0.002424,0.010535,108_subset_train
0.114018,0.034926,3.028679,0.197669,0.219377,0.647824,0.009461,0.206000,-23.048960,2.957865,-0.071092,-0.350900,-0.517707,0.447374,-0.122822,-0.074543,-0.123562,-0.242567,-0.212879,-0.084974,-0.274261,0.080570,0.010795,0.032587,0.018302,0.019673,0.015930,0.013697,0.010919,0.009827,0.007914,0.015808,0.004256,0.025575,0.097060,0.014947,0.142644,0.101571,0.054434,0.593391,0.005856,0.259895,0.870320,0.451570,0.407356,0.294960,0.208731,0.312028,0.210363,0.245363,0.153446,0.140632,0.151139,0.235084,0.162251,0.063258,0.013236,0.020199,0.009173,0.014854,0.009789,0.009704,0.019006,0.006867,0.004093,0.006885,0.003021,0.013377,108_subset_train
0.206195,0.007352,2.465859,0.296192,0.212626,1.889444,0.003286,0.380625,-24.821236,0.259923,-0.609216,0.451655,-0.289579,-0.395481,-0.109206,-0.176876,-0.142485,0.227106,-0.287869,-0.119089,-0.118889,0.037499,0.007617,0.014221,0.009419,0.008536,0.008153,0.008186,0.009085,0.006356,0.006420,0.004184,0.005001,0.012230,0.043530,0.007888,0.733715,0.065959,0.017339,0.495503,0.001899,0.149095,0.948656,0.739042,0.500567,0.214091,0.246077,0.182053,0.152217,0.152656,0.092085,0.244962,0.237083,0.475032,0.295702,0.049318,0.006108,0.014692,0.008992,0.007384,0.002544,0.001643,0.004414,0.001313,0.002699,0.002417,0.002205,0.011805,108_subset_train
0.075016,0.030366,2.973879,0.138247,0.166574,0.382543,0.015996,0.122969,-24.354337,3.309868,-0.191425,-0.247898,-0.405955,0.351352,0.139136,-0.197307,-0.138528,0.052341,-0.105901,-0.107178,-0.158188,0.019829,0.023910,0.018474,0.018658,0.021341,0.020953,0.055793,0.010654,0.013992,0.009321,0.010447,0.005725,0.021943,0.058130,0.027471,0.327764,0.068757,0.048349,0.380476,0.010912,0.150992,1.343961,0.782309,0.680883,0.552458,0.404345,0.460249,0.282057,0.345894,0.265745,0.252122,0.177444,0.153924,0.141019,0.011597,0.039733,0.019442,0.015124,0.013148,0.014206,0.046209,0.013645,0.017209,0.007194,0.008739,0.006353,0.011044,108_subset_train
0.095536,0.046540,3.023803,0.184946,0.166153,1.063912,0.011734,0.164583,-22.975803,1.047364,-1.107550,-0.495798,-0.273435,0.480790,-0.467377,-0.107075,0.084131,0.188218,-0.235772,0.347352,-0.131368,0.032639,0.007042,0.004853,0.005628,0.012390,0.010909,0.009505,0.001419,0.004495,0.015839,0.024074,0.002836,0.014396,0.019031,0.023771,0.226347,0.024448,0.017530,0.451414,0.006942,0.061685,1.783565,1.044962,0.631694,0.306026,0.268518,0.284405,0.363080,0.188228,0.196590,0.152093,0.146944,0.180485,0.166900,0.028709,0.006675,0.006170,0.006968,0.004780,0.016366,0.009405,0.001014,0.003903,0.006968,0.026998,0.003273,0.006017,108_subset_train
0.082603,0.041287,2.997073,0.177489,0.213279,0.574369,0.007183,0.111563,-22.973078,2.702514,-0.315687,-0.068085,-0.120023,0.349634,-0.103911,-0.191183,-0.160033,0.162950,-0.231746,-0.072121,-0.148051,0.034962,0.005938,0.038105,0.016061,0.028076,0.011707,0.029845,0.005789,0.017227,0.013823,0.035298,0.003393,0.020175,0.026777,0.035489,0.169676,0.027556,0.023321,0.174672,0.003997,0.033023,1.437833,0.326064,0.477152,0.325051,0.288515,0.273106,0.341557,0.368661,0.193390,0.249547,0.119318,0.173054,0.144023,0.014782,0.005771,0.035458,0.018138,0.009967,0.010375,0.019000,0.004939,0.005917,0.011327,0.028450,0.002840,0.004491,108_subset_train
0.085904,0.016870,2.943850,0.178082,0.197785,0.488317,0.011762,0.120000,-25.710793,2.502909,-0.187205,-0.507095,-0.518988,0.382308,0.023357,-0.068872,-0.165512,-0.216458,-0.164643,0.004887,-0.264044,0.042633,0.008887,0.019253,0.012314,0.016828,0.034843,0.017205,0.001631,0.008049,0.013924,0.024554,0.008715,0.025432,0.041897,0.017286,0.305977,0.047277,0.038698,0.305302,0.006090,0.081826,1.584076,0.491625,0.480808,0.330985,0.267618,0.388997,0.319993,0.254221,0.177906,0.169999,0.221256,0.142947,0.264347,0.040763,0.010628,0.015329,0.010396,0.018885,0.029866,0.015522,0.001605,0.007116,0.015937,0.023507,0.010899,0.010159,108_subset_train
0.159470,0.029816,2.974180,0.250226,0.239270,0.795625,0.012176,0.246875,-25.029917,2.646466,0.697357,-0.740966,-0.455762,0.062636,-0.209564,0.098562,0.002935,0.061590,0.009112,0.082243,-0.063961,0.022048,0.002949,0.012420,0.015263,0.008177,0.006541,0.024348,0.003503,0.024183,0.026612,0.031508,0.017298,0.020133,0.120182,0.042892,0.324355,0.116476,0.052996,0.670959,0.008131,0.271432,1.818697,0.407295,0.985770,0.338170,0.211777,0.367662,0.289240,0.269748,0.126067,0.232876,0.162720,0.145770,0.294969,0.021514,0.001932,0.009939,0.020561,0.007296,0.005098,0.019150,0.004707,0.023462,0.030347,0.026364,0.034995,0.008665,108_subset_train
0.093554,0.021568,2.999439,0.190562,0.197435,0.626283,0.012789,0.182083,-25.170787,2.538978,-0.283645,-0.517935,-0.429728,0.392604,-0.000241,0.054954,-0.187563,-0.155670,-0.155873,-0.126987,-0.338315,0.059832,0.005383,0.017288,0.009730,0.014956,0.031607,0.010319,0.005402,0.009732,0.009241,0.018960,0.011261,0.024661,0.048337,0.022923,0.370938,0.067380,0.045856,0.426375,0.006869,0.165033,1.637670,0.539698,0.740536,0.382822,0.433486,0.427932,0.337706,0.257993,0.225352,0.220092,0.201689,0.268412,0.248715,0.059708,0.005648,0.018793,0.014812,0.012689,0.039013,0.009827,0.010560,0.012064,0.010205,0.016055,0.015716,0.014894,108_subset_train
0.100960,0.007523,3.000934,0.180039,0.184661,0.644438,0.007779,0.142222,-25.419023,2.963364,-0.540210,-0.576132,-0.101922,-0.156077,0.122185,-0.079751,-0.403428,-0.016008,-0.205720,-0.045787,-0.128603,0.023704,0.009057,0.024953,0.016148,0.023347,0.032845,0.020247,0.009329,0.016736,0.014070,0.010063,0.004260,0.015727,0.095037,0.005855,0.166592,0.085003,0.038820,0.413975,0.003764,0.149889,1.150183,0.365785,1.059471,0.583058,0.419522,0.247400,0.295389,0.305973,0.183779,0.215423,0.246918,0.205956,0.155956,0.017476,0.009997,0.015594,0.014899,0.016388,0.025107,0.009620,0.012360,0.016094,0.017570,0.006939,0.003398,0.005020,108_subset_train
0.068210,0.055456,3.025167,0.130385,0.154944,0.556582,0.014364,0.104375,-23.995692,3.208769,-1.783425,0.134848,0.165678,-0.055381,0.208946,-0.248036,-0.212740,0.058363,-0.265368,-0.271181,-0.220780,0.028305,0.004067,0.018994,0.017801,0.022250,0.005512,0.013527,0.007107,0.025259,0.016782,0.019598,0.006127,0.015865,0.008419,0.034849,0.295126,0.018193,0.044236,0.218606,0.008920,0.024835,2.659281,0.264056,0.929494,0.345319,0.289883,0.200540,0.189081,0.509806,0.265636,0.282038,0.228120,0.200132,0.240046,0.029838,0.002441,0.011645,0.014148,0.018486,0.004964,0.015964,0.004459,0.019223,0.009953,0.008258,0.006858,0.003177,108_subset_train
0.093242,0.019914,3.036400,0.173970,0.178195,1.020741,0.006093,0.158750,-22.927347,2.096207,-0.750813,-0.240676,-0.294990,0.247595,-0.421227,-0.438354,0.139937,-0.420724,-0.089127,-0.130461,-0.281007,0.019174,0.015214,0.035440,0.016640,0.025194,0.026990,0.018615,0.004663,0.019510,0.011898,0.007714,0.010457,0.013297,0.022057,0.006525,0.142458,0.024576,0.014207,0.475703,0.003597,0.061555,0.702068,0.704284,0.479601,0.370512,0.055900,0.185526,0.158049,0.167260,0.045905,0.298890,0.186701,0.211841,0.139437,0.009944,0.010233,0.019367,0.008135,0.017753,0.019809,0.006991,0.003121,0.013007,0.008192,0.004255,0.005663,0.005021,108_subset_train
0.072278,0.032318,2.805377,0.145862,0.171848,0.597804,0.004447,0.100000,-22.954817,2.682090,-1.111668,0.052140,-0.247647,0.644750,-0.205633,-0.543708,-0.274963,-0.171521,-0.131309,-0.099683,-0.352090,0.035251,0.002053,0.027105,0.014730,0.017201,0.011523,0.033089,0.022428,0.007056,0.015384,0.020106,0.007658,0.014283,0.005410,0.021639,0.262938,0.005083,0.013810,0.157890,0.002591,0.011859,1.341482,0.255524,0.306962,0.130870,0.201923,0.194077,0.097176,0.169753,0.125788,0.100856,0.110581,0.080799,0.063894,0.011747,0.000394,0.017120,0.012523,0.007143,0.003681,0.017475,0.015718,0.004150,0.006598,0.009531,0.002527,0.001407,108_subset_train
0.068836,0.055455,3.025236,0.130451,0.155021,0.556680,0.014359,0.104375,-23.995698,3.209041,-1.783472,0.134647,0.166044,-0.055784,0.209198,-0.248394,-0.212637,0.058336,-0.265571,-0.271057,-0.220751,0.028305,0.004067,0.018992,0.017797,0.022255,0.005513,0.013538,0.007106,0.025257,0.016783,0.019593,0.006128,0.015866,0.008982,0.034848,0.295144,0.018277,0.044322,0.218470,0.008914,0.024835,2.659180,0.264343,0.929477,0.345590,0.289408,0.200198,0.189250,0.509570,0.265689,0.281877,0.228211,0.200351,0.239928,0.029837,0.002442,0.011644,0.014146,0.018494,0.004964,0.015983,0.004459,0.019223,0.009952,0.008253,0.006858,0.003177,108_subset_train
0.076241,0.033698,3.174743,0.147168,0.177351,0.565392,0.013758,0.103542,-24.377839,2.719143,-0.791238,0.052714,-0.285886,-0.213016,-0.173904,-0.053901,-0.348018,-0.336581,-0.253625,-0.413890,-0.365404,0.042699,0.004887,0.023788,0.071548,0.041630,0.005035,0.034677,0.003993,0.004660,0.003703,0.003365,0.015392,0.037143,0.028996,0.023697,0.226894,0.026805,0.024948,0.381466,0.006410,0.038843,1.513121,0.671038,0.596727,0.458893,0.267984,0.248378,0.222468,0.320226,0.287750,0.313988,0.391717,0.181079,0.388093,0.054038,0.007379,0.022784,0.074399,0.047717,0.003356,0.044174,0.008095,0.009945,0.004462,0.001725,0.021621,0.014572,108_subset_train
0.059762,0.106177,2.934695,0.148707,0.179613,0.409898,0.015256,0.086875,-23.613199,2.488212,-1.143847,-0.453317,-0.335367,-0.100340,-0.029093,-0.273613,-0.245427,-0.055718,-0.407560,-0.477425,-0.747860,0.031657,0.039764,0.032246,0.014481,0.014680,0.006390,0.034130,0.031696,0.013276,0.001703,0.004374,0.003164,0.024838,0.018698,0.061095,0.357672,0.016363,0.014485,0.174730,0.012025,0.018740,3.095742,0.747318,0.900111,0.287449,0.257823,0.161013,0.080446,0.281433,0.087113,0.341127,0.285385,0.194639,0.315087,0.016730,0.036257,0.018556,0.020048,0.023142,0.008421,0.033129,0.037750,0.013264,0.001251,0.005129,0.000438,0.004069,108_subset_train
0.204881,0.027455,3.033482,0.251706,0.191478,1.468614,0.007466,0.323250,-23.447065,1.488447,-0.814291,0.275715,-0.082617,0.309525,0.015656,-0.212939,0.093361,0.101253,0.184730,-0.031707,-0.111165,0.007066,0.003541,0.014765,0.004131,0.006271,0.004500,0.017373,0.013805,0.022596,0.012965,0.014292,0.002875,0.011716,0.129245,0.019103,0.234812,0.112338,0.052118,0.544310,0.004454,0.173699,1.620046,1.112932,0.663081,0.385006,0.372570,0.295467,0.336775,0.379082,0.348361,0.346317,0.219552,0.147597,0.205791,0.009282,0.002740,0.011453,0.001877,0.002988,0.004156,0.026710,0.015215,0.021559,0.008108,0.015065,0.001283,0.006796,108_subset_train
0.087046,0.014567,3.076566,0.182075,0.182759,0.863023,0.008948,0.149625,-24.845217,1.823134,-0.407933,-0.308385,-0.532451,0.347764,-0.201728,0.092331,-0.021907,-0.000134,-0.164907,-0.075695,-0.141599,0.033897,0.014959,0.018989,0.008003,0.013993,0.029039,0.021161,0.002009,0.007799,0.018863,0.019387,0.010168,0.020985,0.030140,0.014341,0.240118,0.040232,0.031179,0.516177,0.003399,0.082641,1.877941,0.851927,0.674665,0.360185,0.379638,0.427373,0.304501,0.275931,0.220288,0.184558,0.169761,0.240265,0.276609,0.024871,0.019894,0.018843,0.005645,0.014021,0.045004,0.025126,0.002579,0.014646,0.032610,0.017524,0.010016,0.010558,108_subset_train
0.078849,0.031495,3.008973,0.161559,0.186415,0.633450,0.006265,0.110417,-23.146437,2.473115,-1.134234,-0.315319,-0.434147,0.138668,0.185835,-0.187161,-0.290757,0.084485,-0.342287,-0.020403,-0.093063,0.011576,0.008307,0.039463,0.014038,0.019595,0.029040,0.045923,0.007650,0.010335,0.004952,0.021653,0.005663,0.021427,0.023537,0.018405,0.139080,0.020617,0.026104,0.392707,0.003835,0.044216,1.452922,0.682659,0.568254,0.328851,0.286992,0.194061,0.322051,0.113058,0.288568,0.166558,0.099725,0.094111,0.113554,0.003856,0.003150,0.032087,0.011826,0.010303,0.021223,0.057713,0.006620,0.007329,0.004657,0.023801,0.002497,0.012604,108_subset_train
0.053504,0.041306,3.094930,0.110973,0.160520,0.270025,0.011227,0.075625,-24.384609,4.080006,-0.797243,-0.593010,-0.142021,0.081867,0.021444,0.041298,-0.102136,-0.382345,-0.392947,-0.227043,-0.247975,0.102537,0.017374,0.028712,0.009747,0.011393,0.029236,0.010301,0.000942,0.001360,0.006305,0.014269,0.011479,0.031986,0.023016,0.025348,0.135166,0.029938,0.022950,0.331358,0.012313,0.026831,1.907671,0.695679,0.773915,0.260977,0.226515,0.100199,0.102489,0.203293,0.077715,0.156278,0.094195,0.221060,0.161693,0.084017,0.015825,0.007682,0.001398,0.005880,0.023330,0.006157,0.000587,0.000828,0.005600,0.008095,0.005022,0.017757,108_subset_train
